n_checks,n_comparisons,effect_size,sample_size,std_dev,Probability_of_finding_an_effect
3,10,0.1,5000,0.01,1
3,10,0.1,5000,0.05,1
3,10,0.1,5000,0.1,1
3,10,0.1,5000,0.2,1
3,10,0.1,10000,0.01,1
3,10,0.1,10000,0.05,1
3,10,0.1,10000,0.1,1
3,10,0.1,10000,0.2,1
3,10,0.2,100,0.01,1
3,10,0.2,100,0.05,1
3,10,0.2,100,0.1,1
3,10,0.2,100,0.2,1
3,10,0.2,1000,0.01,1
3,10,0.2,1000,0.05,1
3,10,0.2,1000,0.1,1
3,10,0.2,1000,0.2,1
3,10,0.2,5000,0.01,1
3,10,0.2,5000,0.05,1
3,10,0.2,5000,0.1,1
3,10,0.2,5000,0.2,1
3,10,0.2,10000,0.01,1
3,10,0.2,10000,0.05,1
3,10,0.2,10000,0.1,1
3,10,0.2,10000,0.2,1
3,20,0,100,0.01,0.8908
3,20,0,100,0.05,0.8956
3,20,0,100,0.1,0.8972
3,20,0,100,0.2,0.9
3,20,0,1000,0.01,0.894
3,20,0,1000,0.05,0.8976
3,20,0,1000,0.1,0.897
3,20,0,1000,0.2,0.9014
3,20,0,5000,0.01,0.8952
3,20,0,5000,0.05,0.8916
3,20,0,5000,0.1,0.8952
3,20,0,5000,0.2,0.8978
3,20,0,10000,0.01,0.8974
3,20,0,10000,0.05,0.9012
3,20,0,10000,0.1,0.897
3,20,0,10000,0.2,0.8976
3,20,0.01,100,0.01,1
3,20,0.01,100,0.05,0.9994
3,20,0.01,100,0.1,0.9756
3,20,0.01,100,0.2,0.9254
3,20,0.01,1000,0.01,1
3,20,0.01,1000,0.05,1
3,20,0.01,1000,0.1,1
3,20,0.01,1000,0.2,0.9988
3,20,0.01,5000,0.01,1
3,20,0.01,5000,0.05,1
3,20,0.01,5000,0.1,1
3,20,0.01,5000,0.2,1
3,20,0.01,10000,0.01,1
3,20,0.01,10000,0.05,1
3,20,0.01,10000,0.1,1
3,20,0.01,10000,0.2,1
3,20,0.02,100,0.01,1
3,20,0.02,100,0.05,1
3,20,0.02,100,0.1,1
3,20,0.02,100,0.2,0.978
3,20,0.02,1000,0.01,1
3,20,0.02,1000,0.05,1
3,20,0.02,1000,0.1,1
3,20,0.02,1000,0.2,1
3,20,0.02,5000,0.01,1
3,20,0.02,5000,0.05,1
3,20,0.02,5000,0.1,1
3,20,0.02,5000,0.2,1
3,20,0.02,10000,0.01,1
3,20,0.02,10000,0.05,1
3,20,0.02,10000,0.1,1
3,20,0.02,10000,0.2,1
3,20,0.05,100,0.01,1
3,20,0.05,100,0.05,1
3,20,0.05,100,0.1,1
3,20,0.05,100,0.2,1
3,20,0.05,1000,0.01,1
3,20,0.05,1000,0.05,1
3,20,0.05,1000,0.1,1
3,20,0.05,1000,0.2,1
3,20,0.05,5000,0.01,1
3,20,0.05,5000,0.05,1
3,20,0.05,5000,0.1,1
3,20,0.05,5000,0.2,1
3,20,0.05,10000,0.01,1
3,20,0.05,10000,0.05,1
3,20,0.05,10000,0.1,1
3,20,0.05,10000,0.2,1
3,20,0.1,100,0.01,1
3,20,0.1,100,0.05,1
3,20,0.1,100,0.1,1
3,20,0.1,100,0.2,1
3,20,0.1,1000,0.01,1
3,20,0.1,1000,0.05,1
3,20,0.1,1000,0.1,1
3,20,0.1,1000,0.2,1
3,20,0.1,5000,0.01,1
3,20,0.1,5000,0.05,1
3,20,0.1,5000,0.1,1
3,20,0.1,5000,0.2,1
3,20,0.1,10000,0.01,1
3,20,0.1,10000,0.05,1
3,20,0.1,10000,0.1,1
3,20,0.1,10000,0.2,1
3,20,0.2,100,0.01,1
3,20,0.2,100,0.05,1
3,20,0.2,100,0.1,1
3,20,0.2,100,0.2,1
3,20,0.2,1000,0.01,1
3,20,0.2,1000,0.05,1
3,20,0.2,1000,0.1,1
3,20,0.2,1000,0.2,1
3,20,0.2,5000,0.01,1
3,20,0.2,5000,0.05,1
3,20,0.2,5000,0.1,1
3,20,0.2,5000,0.2,1
3,20,0.2,10000,0.01,1
3,20,0.2,10000,0.05,1
3,20,0.2,10000,0.1,1
3,20,0.2,10000,0.2,1
5,1,0,100,0.01,0.1438
5,1,0,100,0.05,0.1466
5,1,0,100,0.1,0.1448
5,1,0,100,0.2,0.1494
5,1,0,1000,0.01,0.1458
5,1,0,1000,0.05,0.1344
5,1,0,1000,0.1,0.1412
5,1,0,1000,0.2,0.1312
5,1,0,5000,0.01,0.1394
5,1,0,5000,0.05,0.1394
5,1,0,5000,0.1,0.1466
5,1,0,5000,0.2,0.1398
5,1,0,10000,0.01,0.1432
5,1,0,10000,0.05,0.1476
5,1,0,10000,0.1,0.1354
5,1,0,10000,0.2,0.1416
5,1,0.01,100,0.01,1
5,1,0.01,100,0.05,0.3914
5,1,0.01,100,0.1,0.2004
5,1,0.01,100,0.2,0.156
5,1,0.01,1000,0.01,1
5,1,0.01,1000,0.05,0.9958
5,1,0.01,1000,0.1,0.6962
5,1,0.01,1000,0.2,0.3164
5,1,0.01,5000,0.01,1
5,1,0.01,5000,0.05,1
5,1,0.01,5000,0.1,0.9994
5,1,0.01,5000,0.2,0.78
5,1,0.01,10000,0.01,1
5,1,0.01,10000,0.05,1
5,1,0.01,10000,0.1,1
5,1,0.01,10000,0.2,0.963
5,1,0.02,100,0.01,1
5,1,0.02,100,0.05,0.8558
5,1,0.02,100,0.1,0.4068
5,1,0.02,100,0.2,0.2154
5,1,0.02,1000,0.01,1
5,1,0.02,1000,0.05,1
5,1,0.02,1000,0.1,0.996
5,1,0.02,1000,0.2,0.687
5,1,0.02,5000,0.01,1
5,1,0.02,5000,0.05,1
5,1,0.02,5000,0.1,1
5,1,0.02,5000,0.2,0.9994
5,1,0.02,10000,0.01,1
5,1,0.02,10000,0.05,1
5,1,0.02,10000,0.1,1
5,1,0.02,10000,0.2,1
5,1,0.05,100,0.01,1
5,1,0.05,100,0.05,1
5,1,0.05,100,0.1,0.9562
5,1,0.05,100,0.2,0.528
5,1,0.05,1000,0.01,1
5,1,0.05,1000,0.05,1
5,1,0.05,1000,0.1,1
5,1,0.05,1000,0.2,1
5,1,0.05,5000,0.01,1
5,1,0.05,5000,0.05,1
5,1,0.05,5000,0.1,1
5,1,0.05,5000,0.2,1
5,1,0.05,10000,0.01,1
5,1,0.05,10000,0.05,1
5,1,0.05,10000,0.1,1
5,1,0.05,10000,0.2,1
5,1,0.1,100,0.01,1
5,1,0.1,100,0.05,1
5,1,0.1,100,0.1,1
5,1,0.1,100,0.2,0.9498
5,1,0.1,1000,0.01,1
5,1,0.1,1000,0.05,1
5,1,0.1,1000,0.1,1
5,1,0.1,1000,0.2,1
5,1,0.1,5000,0.01,1
5,1,0.1,5000,0.05,1
5,1,0.1,5000,0.1,1
5,1,0.1,5000,0.2,1
5,1,0.1,10000,0.01,1
5,1,0.1,10000,0.05,1
5,1,0.1,10000,0.1,1
5,1,0.1,10000,0.2,1
5,1,0.2,100,0.01,1
5,1,0.2,100,0.05,1
5,1,0.2,100,0.1,1
5,1,0.2,100,0.2,1
5,1,0.2,1000,0.01,1
5,1,0.2,1000,0.05,1
5,1,0.2,1000,0.1,1
5,1,0.2,1000,0.2,1
5,1,0.2,5000,0.01,1
5,1,0.2,5000,0.05,1
5,1,0.2,5000,0.1,1
5,1,0.2,5000,0.2,1
5,1,0.2,10000,0.01,1
5,1,0.2,10000,0.05,1
5,1,0.2,10000,0.1,1
5,1,0.2,10000,0.2,1
5,2,0,100,0.01,0.2634
5,2,0,100,0.05,0.2552
5,2,0,100,0.1,0.2852
5,2,0,100,0.2,0.2628
5,2,0,1000,0.01,0.2638
5,2,0,1000,0.05,0.2726
5,2,0,1000,0.1,0.2688
5,2,0,1000,0.2,0.263
5,2,0,5000,0.01,0.265
5,2,0,5000,0.05,0.2558
5,2,0,5000,0.1,0.2666
5,2,0,5000,0.2,0.263
5,2,0,10000,0.01,0.2604
5,2,0,10000,0.05,0.2668
5,2,0,10000,0.1,0.2692
5,2,0,10000,0.2,0.2666
5,2,0.01,100,0.01,1
5,2,0.01,100,0.05,0.642
5,2,0.01,100,0.1,0.3738
5,2,0.01,100,0.2,0.3038
5,2,0.01,1000,0.01,1
5,2,0.01,1000,0.05,1
5,2,0.01,1000,0.1,0.9126
5,2,0.01,1000,0.2,0.5138
5,2,0.01,5000,0.01,1
5,2,0.01,5000,0.05,1
5,2,0.01,5000,0.1,1
5,2,0.01,5000,0.2,0.9522
5,2,0.01,10000,0.01,1
5,2,0.01,10000,0.05,1
5,2,0.01,10000,0.1,1
5,2,0.01,10000,0.2,0.999
5,2,0.02,100,0.01,1
5,2,0.02,100,0.05,0.9726
5,2,0.02,100,0.1,0.6418
5,2,0.02,100,0.2,0.3876
5,2,0.02,1000,0.01,1
5,2,0.02,1000,0.05,1
5,2,0.02,1000,0.1,1
5,2,0.02,1000,0.2,0.9036
5,2,0.02,5000,0.01,1
5,2,0.02,5000,0.05,1
5,2,0.02,5000,0.1,1
5,2,0.02,5000,0.2,1
5,2,0.02,10000,0.01,1
5,2,0.02,10000,0.05,1
5,2,0.02,10000,0.1,1
5,2,0.02,10000,0.2,1
5,2,0.05,100,0.01,1
5,2,0.05,100,0.05,1
5,2,0.05,100,0.1,0.9986
5,2,0.05,100,0.2,0.7756
5,2,0.05,1000,0.01,1
5,2,0.05,1000,0.05,1
5,2,0.05,1000,0.1,1
5,2,0.05,1000,0.2,1
5,2,0.05,5000,0.01,1
5,2,0.05,5000,0.05,1
5,2,0.05,5000,0.1,1
5,2,0.05,5000,0.2,1
5,2,0.05,10000,0.01,1
5,2,0.05,10000,0.05,1
5,2,0.05,10000,0.1,1
5,2,0.05,10000,0.2,1
5,2,0.1,100,0.01,1
5,2,0.1,100,0.05,1
5,2,0.1,100,0.1,1
5,2,0.1,100,0.2,0.9986
5,2,0.1,1000,0.01,1
5,2,0.1,1000,0.05,1
5,2,0.1,1000,0.1,1
5,2,0.1,1000,0.2,1
5,2,0.1,5000,0.01,1
5,2,0.1,5000,0.05,1
5,2,0.1,5000,0.1,1
5,2,0.1,5000,0.2,1
5,2,0.1,10000,0.01,1
5,2,0.1,10000,0.05,1
5,2,0.1,10000,0.1,1
5,2,0.1,10000,0.2,1
5,2,0.2,100,0.01,1
5,2,0.2,100,0.05,1
5,2,0.2,100,0.1,1
5,2,0.2,100,0.2,1
5,2,0.2,1000,0.01,1
5,2,0.2,1000,0.05,1
5,2,0.2,1000,0.1,1
5,2,0.2,1000,0.2,1
5,2,0.2,5000,0.01,1
5,2,0.2,5000,0.05,1
5,2,0.2,5000,0.1,1
5,2,0.2,5000,0.2,1
5,2,0.2,10000,0.01,1
5,2,0.2,10000,0.05,1
5,2,0.2,10000,0.1,1
5,2,0.2,10000,0.2,1
5,3,0,100,0.01,0.3542
5,3,0,100,0.05,0.3646
5,3,0,100,0.1,0.3692
5,3,0,100,0.2,0.3754
5,3,0,1000,0.01,0.364
5,3,0,1000,0.05,0.3696
5,3,0,1000,0.1,0.3676
5,3,0,1000,0.2,0.3666
5,3,0,5000,0.01,0.3712
5,3,0,5000,0.05,0.365
5,3,0,5000,0.1,0.3598
5,3,0,5000,0.2,0.3608
5,3,0,10000,0.01,0.3604
5,3,0,10000,0.05,0.3606
5,3,0,10000,0.1,0.3666
5,3,0,10000,0.2,0.3752
5,3,0.01,100,0.01,1
5,3,0.01,100,0.05,0.7814
5,3,0.01,100,0.1,0.5128
5,3,0.01,100,0.2,0.3942
5,3,0.01,1000,0.01,1
5,3,0.01,1000,0.05,1
5,3,0.01,1000,0.1,0.9724
5,3,0.01,1000,0.2,0.673
5,3,0.01,5000,0.01,1
5,3,0.01,5000,0.05,1
5,3,0.01,5000,0.1,1
5,3,0.01,5000,0.2,0.9892
5,3,0.01,10000,0.01,1
5,3,0.01,10000,0.05,1
5,3,0.01,10000,0.1,1
5,3,0.01,10000,0.2,1
5,3,0.02,100,0.01,1
5,3,0.02,100,0.05,0.9974
5,3,0.02,100,0.1,0.7838
5,3,0.02,100,0.2,0.5076
5,3,0.02,1000,0.01,1
5,3,0.02,1000,0.05,1
5,3,0.02,1000,0.1,1
5,3,0.02,1000,0.2,0.9718
5,3,0.02,5000,0.01,1
5,3,0.02,5000,0.05,1
5,3,0.02,5000,0.1,1
5,3,0.02,5000,0.2,1
5,3,0.02,10000,0.01,1
5,3,0.02,10000,0.05,1
5,3,0.02,10000,0.1,1
5,3,0.02,10000,0.2,1
5,3,0.05,100,0.01,1
5,3,0.05,100,0.05,1
5,3,0.05,100,0.1,1
5,3,0.05,100,0.2,0.8946
5,3,0.05,1000,0.01,1
5,3,0.05,1000,0.05,1
5,3,0.05,1000,0.1,1
5,3,0.05,1000,0.2,1
5,3,0.05,5000,0.01,1
5,3,0.05,5000,0.05,1
5,3,0.05,5000,0.1,1
5,3,0.05,5000,0.2,1
5,3,0.05,10000,0.01,1
5,3,0.05,10000,0.05,1
5,3,0.05,10000,0.1,1
5,3,0.05,10000,0.2,1
5,3,0.1,100,0.01,1
5,3,0.1,100,0.05,1
5,3,0.1,100,0.1,1
5,3,0.1,100,0.2,0.9998
5,3,0.1,1000,0.01,1
5,3,0.1,1000,0.05,1
5,3,0.1,1000,0.1,1
5,3,0.1,1000,0.2,1
5,3,0.1,5000,0.01,1
5,3,0.1,5000,0.05,1
5,3,0.1,5000,0.1,1
5,3,0.1,5000,0.2,1
5,3,0.1,10000,0.01,1
5,3,0.1,10000,0.05,1
5,3,0.1,10000,0.1,1
5,3,0.1,10000,0.2,1
5,3,0.2,100,0.01,1
5,3,0.2,100,0.05,1
5,3,0.2,100,0.1,1
5,3,0.2,100,0.2,1
5,3,0.2,1000,0.01,1
5,3,0.2,1000,0.05,1
5,3,0.2,1000,0.1,1
5,3,0.2,1000,0.2,1
5,3,0.2,5000,0.01,1
5,3,0.2,5000,0.05,1
5,3,0.2,5000,0.1,1
5,3,0.2,5000,0.2,1
5,3,0.2,10000,0.01,1
5,3,0.2,10000,0.05,1
5,3,0.2,10000,0.1,1
5,3,0.2,10000,0.2,1
5,5,0,100,0.01,0.5364
5,5,0,100,0.05,0.5332
5,5,0,100,0.1,0.5312
5,5,0,100,0.2,0.5336
5,5,0,1000,0.01,0.5372
5,5,0,1000,0.05,0.5296
5,5,0,1000,0.1,0.525
5,5,0,1000,0.2,0.5442
5,5,0,5000,0.01,0.5406
5,5,0,5000,0.05,0.5406
5,5,0,5000,0.1,0.5348
5,5,0,5000,0.2,0.544
5,5,0,10000,0.01,0.5422
5,5,0,10000,0.05,0.5288
5,5,0,10000,0.1,0.5368
5,5,0,10000,0.2,0.5434
5,5,0.01,100,0.01,1
5,5,0.01,100,0.05,0.9306
5,5,0.01,100,0.1,0.6858
5,5,0.01,100,0.2,0.5784
5,5,0.01,1000,0.01,1
5,5,0.01,1000,0.05,1
5,5,0.01,1000,0.1,0.997
5,5,0.01,1000,0.2,0.8356
5,5,0.01,5000,0.01,1
5,5,0.01,5000,0.05,1
5,5,0.01,5000,0.1,1
5,5,0.01,5000,0.2,0.9998
5,5,0.01,10000,0.01,1
5,5,0.01,10000,0.05,1
5,5,0.01,10000,0.1,1
5,5,0.01,10000,0.2,1
5,5,0.02,100,0.01,1
5,5,0.02,100,0.05,0.9996
5,5,0.02,100,0.1,0.9186
5,5,0.02,100,0.2,0.686
5,5,0.02,1000,0.01,1
5,5,0.02,1000,0.05,1
5,5,0.02,1000,0.1,1
5,5,0.02,1000,0.2,0.9958
5,5,0.02,5000,0.01,1
5,5,0.02,5000,0.05,1
5,5,0.02,5000,0.1,1
5,5,0.02,5000,0.2,1
5,5,0.02,10000,0.01,1
5,5,0.02,10000,0.05,1
5,5,0.02,10000,0.1,1
5,5,0.02,10000,0.2,1
5,5,0.05,100,0.01,1
5,5,0.05,100,0.05,1
5,5,0.05,100,0.1,1
5,5,0.05,100,0.2,0.9736
5,5,0.05,1000,0.01,1
5,5,0.05,1000,0.05,1
5,5,0.05,1000,0.1,1
5,5,0.05,1000,0.2,1
5,5,0.05,5000,0.01,1
5,5,0.05,5000,0.05,1
5,5,0.05,5000,0.1,1
5,5,0.05,5000,0.2,1
5,5,0.05,10000,0.01,1
5,5,0.05,10000,0.05,1
5,5,0.05,10000,0.1,1
5,5,0.05,10000,0.2,1
5,5,0.1,100,0.01,1
5,5,0.1,100,0.05,1
5,5,0.1,100,0.1,1
5,5,0.1,100,0.2,1
5,5,0.1,1000,0.01,1
5,5,0.1,1000,0.05,1
5,5,0.1,1000,0.1,1
5,5,0.1,1000,0.2,1
5,5,0.1,5000,0.01,1
5,5,0.1,5000,0.05,1
5,5,0.1,5000,0.1,1
5,5,0.1,5000,0.2,1
5,5,0.1,10000,0.01,1
5,5,0.1,10000,0.05,1
5,5,0.1,10000,0.1,1
5,5,0.1,10000,0.2,1
5,5,0.2,100,0.01,1
5,5,0.2,100,0.05,1
5,5,0.2,100,0.1,1
5,5,0.2,100,0.2,1
5,5,0.2,1000,0.01,1
5,5,0.2,1000,0.05,1
5,5,0.2,1000,0.1,1
5,5,0.2,1000,0.2,1
5,5,0.2,5000,0.01,1
5,5,0.2,5000,0.05,1
5,5,0.2,5000,0.1,1
5,5,0.2,5000,0.2,1
5,5,0.2,10000,0.01,1
5,5,0.2,10000,0.05,1
5,5,0.2,10000,0.1,1
5,5,0.2,10000,0.2,1
5,10,0,100,0.01,0.785
5,10,0,100,0.05,0.7792
5,10,0,100,0.1,0.7934
5,10,0,100,0.2,0.7858
5,10,0,1000,0.01,0.7824
5,10,0,1000,0.05,0.7914
5,10,0,1000,0.1,0.7846
5,10,0,1000,0.2,0.7806
5,10,0,5000,0.01,0.7804
5,10,0,5000,0.05,0.786
5,10,0,5000,0.1,0.7894
5,10,0,5000,0.2,0.7836
5,10,0,10000,0.01,0.791
5,10,0,10000,0.05,0.7696
5,10,0,10000,0.1,0.7802
5,10,0,10000,0.2,0.7814
5,10,0.01,100,0.01,1
5,10,0.01,100,0.05,0.9928
5,10,0.01,100,0.1,0.9084
5,10,0.01,100,0.2,0.8218
5,10,0.01,1000,0.01,1
5,10,0.01,1000,0.05,1
5,10,0.01,1000,0.1,1
5,10,0.01,1000,0.2,0.9778
5,10,0.01,5000,0.01,1
5,10,0.01,5000,0.05,1
5,10,0.01,5000,0.1,1
5,10,0.01,5000,0.2,1
5,10,0.01,10000,0.01,1
5,10,0.01,10000,0.05,1
5,10,0.01,10000,0.1,1
5,10,0.01,10000,0.2,1
5,10,0.02,100,0.01,1
5,10,0.02,100,0.05,1
5,10,0.02,100,0.1,0.996
5,10,0.02,100,0.2,0.9082
5,10,0.02,1000,0.01,1
5,10,0.02,1000,0.05,1
5,10,0.02,1000,0.1,1
5,10,0.02,1000,0.2,1
5,10,0.02,5000,0.01,1
5,10,0.02,5000,0.05,1
5,10,0.02,5000,0.1,1
5,10,0.02,5000,0.2,1
5,10,0.02,10000,0.01,1
5,10,0.02,10000,0.05,1
5,10,0.02,10000,0.1,1
5,10,0.02,10000,0.2,1
5,10,0.05,100,0.01,1
5,10,0.05,100,0.05,1
5,10,0.05,100,0.1,1
5,10,0.05,100,0.2,0.9994
5,10,0.05,1000,0.01,1
5,10,0.05,1000,0.05,1
5,10,0.05,1000,0.1,1
5,10,0.05,1000,0.2,1
5,10,0.05,5000,0.01,1
5,10,0.05,5000,0.05,1
5,10,0.05,5000,0.1,1
5,10,0.05,5000,0.2,1
5,10,0.05,10000,0.01,1
5,10,0.05,10000,0.05,1
5,10,0.05,10000,0.1,1
5,10,0.05,10000,0.2,1
5,10,0.1,100,0.01,1
5,10,0.1,100,0.05,1
5,10,0.1,100,0.1,1
5,10,0.1,100,0.2,1
5,10,0.1,1000,0.01,1
5,10,0.1,1000,0.05,1
5,10,0.1,1000,0.1,1
5,10,0.1,1000,0.2,1
5,10,0.1,5000,0.01,1
5,10,0.1,5000,0.05,1
5,10,0.1,5000,0.1,1
5,10,0.1,5000,0.2,1
5,10,0.1,10000,0.01,1
5,10,0.1,10000,0.05,1
5,10,0.1,10000,0.1,1
5,10,0.1,10000,0.2,1
5,10,0.2,100,0.01,1
5,10,0.2,100,0.05,1
5,10,0.2,100,0.1,1
5,10,0.2,100,0.2,1
5,10,0.2,1000,0.01,1
5,10,0.2,1000,0.05,1
5,10,0.2,1000,0.1,1
5,10,0.2,1000,0.2,1
5,10,0.2,5000,0.01,1
5,10,0.2,5000,0.05,1
5,10,0.2,5000,0.1,1
5,10,0.2,5000,0.2,1
5,10,0.2,10000,0.01,1
5,10,0.2,10000,0.05,1
5,10,0.2,10000,0.1,1
5,10,0.2,10000,0.2,1
5,20,0,100,0.01,0.9574
5,20,0,100,0.05,0.954
5,20,0,100,0.1,0.95
5,20,0,100,0.2,0.9536
5,20,0,1000,0.01,0.9542
5,20,0,1000,0.05,0.9536
5,20,0,1000,0.1,0.9556
5,20,0,1000,0.2,0.951
5,20,0,5000,0.01,0.9506
5,20,0,5000,0.05,0.9574
5,20,0,5000,0.1,0.9562
5,20,0,5000,0.2,0.954
5,20,0,10000,0.01,0.9522
5,20,0,10000,0.05,0.9562
5,20,0,10000,0.1,0.9514
5,20,0,10000,0.2,0.948
5,20,0.01,100,0.01,1
5,20,0.01,100,0.05,1
5,20,0.01,100,0.1,0.9896
5,20,0.01,100,0.2,0.9692
5,20,0.01,1000,0.01,1
5,20,0.01,1000,0.05,1
5,20,0.01,1000,0.1,1
5,20,0.01,1000,0.2,0.9996
5,20,0.01,5000,0.01,1
5,20,0.01,5000,0.05,1
5,20,0.01,5000,0.1,1
5,20,0.01,5000,0.2,1
5,20,0.01,10000,0.01,1
5,20,0.01,10000,0.05,1
5,20,0.01,10000,0.1,1
5,20,0.01,10000,0.2,1
5,20,0.02,100,0.01,1
5,20,0.02,100,0.05,1
5,20,0.02,100,0.1,1
5,20,0.02,100,0.2,0.9886
5,20,0.02,1000,0.01,1
5,20,0.02,1000,0.05,1
5,20,0.02,1000,0.1,1
5,20,0.02,1000,0.2,1
5,20,0.02,5000,0.01,1
5,20,0.02,5000,0.05,1
5,20,0.02,5000,0.1,1
5,20,0.02,5000,0.2,1
5,20,0.02,10000,0.01,1
5,20,0.02,10000,0.05,1
5,20,0.02,10000,0.1,1
5,20,0.02,10000,0.2,1
5,20,0.05,100,0.01,1
5,20,0.05,100,0.05,1
5,20,0.05,100,0.1,1
5,20,0.05,100,0.2,1
5,20,0.05,1000,0.01,1
5,20,0.05,1000,0.05,1
5,20,0.05,1000,0.1,1
5,20,0.05,1000,0.2,1
5,20,0.05,5000,0.01,1
5,20,0.05,5000,0.05,1
5,20,0.05,5000,0.1,1
5,20,0.05,5000,0.2,1
5,20,0.05,10000,0.01,1
5,20,0.05,10000,0.05,1
5,20,0.05,10000,0.1,1
5,20,0.05,10000,0.2,1
5,20,0.1,100,0.01,1
5,20,0.1,100,0.05,1
5,20,0.1,100,0.1,1
5,20,0.1,100,0.2,1
5,20,0.1,1000,0.01,1
5,20,0.1,1000,0.05,1
5,20,0.1,1000,0.1,1
5,20,0.1,1000,0.2,1
5,20,0.1,5000,0.01,1
5,20,0.1,5000,0.05,1
5,20,0.1,5000,0.1,1
5,20,0.1,5000,0.2,1
5,20,0.1,10000,0.01,1
5,20,0.1,10000,0.05,1
5,20,0.1,10000,0.1,1
5,20,0.1,10000,0.2,1
5,20,0.2,100,0.01,1
5,20,0.2,100,0.05,1
5,20,0.2,100,0.1,1
5,20,0.2,100,0.2,1
5,20,0.2,1000,0.01,1
5,20,0.2,1000,0.05,1
5,20,0.2,1000,0.1,1
5,20,0.2,1000,0.2,1
5,20,0.2,5000,0.01,1
5,20,0.2,5000,0.05,1
5,20,0.2,5000,0.1,1
5,20,0.2,5000,0.2,1
5,20,0.2,10000,0.01,1
5,20,0.2,10000,0.05,1
5,20,0.2,10000,0.1,1
5,20,0.2,10000,0.2,1
10,1,0,100,0.01,0.1904
10,1,0,100,0.05,0.1988
10,1,0,100,0.1,0.1992
10,1,0,100,0.2,0.1914
10,1,0,1000,0.01,0.1968
10,1,0,1000,0.05,0.1854
10,1,0,1000,0.1,0.1886
10,1,0,1000,0.2,0.1976
10,1,0,5000,0.01,0.1888
10,1,0,5000,0.05,0.1958
10,1,0,5000,0.1,0.1904
10,1,0,5000,0.2,0.1934
10,1,0,10000,0.01,0.1884
10,1,0,10000,0.05,0.1802
10,1,0,10000,0.1,0.1954
10,1,0,10000,0.2,0.1908
10,1,0.01,100,0.01,1
10,1,0.01,100,0.05,0.454
10,1,0.01,100,0.1,0.2652
10,1,0.01,100,0.2,0.2064
10,1,0.01,1000,0.01,1
10,1,0.01,1000,0.05,0.9962
10,1,0.01,1000,0.1,0.721
10,1,0.01,1000,0.2,0.3644
10,1,0.01,5000,0.01,1
10,1,0.01,5000,0.05,1
10,1,0.01,5000,0.1,1
10,1,0.01,5000,0.2,0.7948
10,1,0.01,10000,0.01,1
10,1,0.01,10000,0.05,1
10,1,0.01,10000,0.1,1
10,1,0.01,10000,0.2,0.963
10,1,0.02,100,0.01,1
10,1,0.02,100,0.05,0.8704
10,1,0.02,100,0.1,0.453
10,1,0.02,100,0.2,0.2642
10,1,0.02,1000,0.01,1
10,1,0.02,1000,0.05,1
10,1,0.02,1000,0.1,0.997
10,1,0.02,1000,0.2,0.7216
10,1,0.02,5000,0.01,1
10,1,0.02,5000,0.05,1
10,1,0.02,5000,0.1,1
10,1,0.02,5000,0.2,0.9996
10,1,0.02,10000,0.01,1
10,1,0.02,10000,0.05,1
10,1,0.02,10000,0.1,1
10,1,0.02,10000,0.2,1
10,1,0.05,100,0.01,1
10,1,0.05,100,0.05,1
10,1,0.05,100,0.1,0.9604
10,1,0.05,100,0.2,0.5698
10,1,0.05,1000,0.01,1
10,1,0.05,1000,0.05,1
10,1,0.05,1000,0.1,1
10,1,0.05,1000,0.2,1
10,1,0.05,5000,0.01,1
10,1,0.05,5000,0.05,1
10,1,0.05,5000,0.1,1
10,1,0.05,5000,0.2,1
10,1,0.05,10000,0.01,1
10,1,0.05,10000,0.05,1
10,1,0.05,10000,0.1,1
10,1,0.05,10000,0.2,1
10,1,0.1,100,0.01,1
10,1,0.1,100,0.05,1
10,1,0.1,100,0.1,1
10,1,0.1,100,0.2,0.9674
10,1,0.1,1000,0.01,1
10,1,0.1,1000,0.05,1
10,1,0.1,1000,0.1,1
10,1,0.1,1000,0.2,1
10,1,0.1,5000,0.01,1
10,1,0.1,5000,0.05,1
10,1,0.1,5000,0.1,1
10,1,0.1,5000,0.2,1
10,1,0.1,10000,0.01,1
10,1,0.1,10000,0.05,1
10,1,0.1,10000,0.1,1
10,1,0.1,10000,0.2,1
10,1,0.2,100,0.01,1
10,1,0.2,100,0.05,1
10,1,0.2,100,0.1,1
10,1,0.2,100,0.2,1
10,1,0.2,1000,0.01,1
10,1,0.2,1000,0.05,1
10,1,0.2,1000,0.1,1
10,1,0.2,1000,0.2,1
10,1,0.2,5000,0.01,1
10,1,0.2,5000,0.05,1
10,1,0.2,5000,0.1,1
10,1,0.2,5000,0.2,1
10,1,0.2,10000,0.01,1
10,1,0.2,10000,0.05,1
10,1,0.2,10000,0.1,1
10,1,0.2,10000,0.2,1
10,2,0,100,0.01,0.3546
10,2,0,100,0.05,0.3502
10,2,0,100,0.1,0.3548
10,2,0,100,0.2,0.3526
10,2,0,1000,0.01,0.3482
10,2,0,1000,0.05,0.3456
10,2,0,1000,0.1,0.351
10,2,0,1000,0.2,0.3454
10,2,0,5000,0.01,0.3564
10,2,0,5000,0.05,0.3428
10,2,0,5000,0.1,0.3514
10,2,0,5000,0.2,0.3422
10,2,0,10000,0.01,0.345
10,2,0,10000,0.05,0.3416
10,2,0,10000,0.1,0.345
10,2,0,10000,0.2,0.3432
10,2,0.01,100,0.01,1
10,2,0.01,100,0.05,0.6914
10,2,0.01,100,0.1,0.4562
